ObjectID,GlobalID,Large Wood Number,Length (m),Diameter (m),Wet?,Channel Forming?,Ballasted?,ParentGlobalID,CreationDate,Creator,EditDate,Editor
110,f6cbb4a7-ea7d-49d8-beb3-0d051d174f28,12,1.5,.17,Yes,Yes,No,a1fcdf0d-ad57-4dd2-a8b3-dc815c22c5a8,6/6/2019 11:13:21 PM,richie@qcinc.org,6/6/2019 11:13:21 PM,richie@qcinc.org
111,c9c2597b-0a16-4ebb-809b-c92cd95688c8,13,2,.27,Yes,Yes,No,a1fcdf0d-ad57-4dd2-a8b3-dc815c22c5a8,6/6/2019 11:13:21 PM,richie@qcinc.org,6/6/2019 11:13:21 PM,richie@qcinc.org
112,ce39c8ea-59d5-482e-bc3e-93320ab6d9c6,1,3.25,.17,Yes,Yes,No,24148c21-9107-49f2-854d-8917f487bc86,6/6/2019 11:13:21 PM,richie@qcinc.org,6/6/2019 11:13:21 PM,richie@qcinc.org
113,143530e0-7b0f-43dc-a1b7-9455dbe992cb,2,10,.5,No,Yes,Yes,24148c21-9107-49f2-854d-8917f487bc86,6/6/2019 11:13:21 PM,richie@qcinc.org,6/6/2019 11:13:21 PM,richie@qcinc.org
114,649bc445-c877-4938-89fc-aebdf9089dd1,1,1.5,.17,Yes,Yes,Yes,a7165ede-4246-43ed-874d-39a123664eda,6/6/2019 11:13:21 PM,richie@qcinc.org,6/6/2019 11:13:21 PM,richie@qcinc.org
115,3157930a-a88e-4aa1-bcce-b49d18564259,1,10,.22,No,No,Yes,2fe9e61b-dfc8-4963-8f45-06f046bd874e,6/6/2019 11:13:21 PM,richie@qcinc.org,6/6/2019 11:13:21 PM,richie@qcinc.org
116,242ef3d1-541a-4a34-8727-65453f590818,1,3,.2,Yes,Yes,No,c63e40c4-a032-47e6-ae04-9d846e274659,6/6/2019 11:13:21 PM,richie@qcinc.org,6/6/2019 11:13:21 PM,richie@qcinc.org
117,11c91011-9a49-479b-959f-970aabf6fac7,2,3,.22,Yes,Yes,Yes,c63e40c4-a032-47e6-ae04-9d846e274659,6/6/2019 11:13:21 PM,richie@qcinc.org,6/6/2019 11:13:21 PM,richie@qcinc.org
118,5ffd2048-0b65-4e76-9d32-d0f0624cb1c6,1,3,.2,Yes,No,No,b6108649-52bf-4b93-a3a0-14289c2876a4,6/6/2019 11:13:21 PM,richie@qcinc.org,6/6/2019 11:13:21 PM,richie@qcinc.org
119,5eba1660-c3f9-45be-a153-41a8a16a6ea7,2,2,.17,Yes,Yes,Yes,b6108649-52bf-4b93-a3a0-14289c2876a4,6/6/2019 11:13:21 PM,richie@qcinc.org,6/6/2019 11:13:21 PM,richie@qcinc.org
120,6be81cdc-1cd1-4cf8-ac9f-61552ac88159,1,4,.15,Yes,No,Yes,3fa7d7d7-12ef-48d2-9d70-6ab1a7299715,6/6/2019 11:13:21 PM,richie@qcinc.org,6/6/2019 11:13:21 PM,richie@qcinc.org
121,c1dcdb79-2cf9-48a6-bd00-5ace828ab143,2,1.5,.17,No,No,Yes,3fa7d7d7-12ef-48d2-9d70-6ab1a7299715,6/6/2019 11:13:21 PM,richie@qcinc.org,6/6/2019 11:13:21 PM,richie@qcinc.org
122,0053efbd-5dfa-40ba-a439-3901899c139e,3,7,.15,Yes,Yes,Yes,3fa7d7d7-12ef-48d2-9d70-6ab1a7299715,6/6/2019 11:13:21 PM,richie@qcinc.org,6/6/2019 11:13:21 PM,richie@qcinc.org
123,399792d7-9a6e-46cf-bf9f-0205ad10b55b,4,3.25,.17,No,No,No,3fa7d7d7-12ef-48d2-9d70-6ab1a7299715,6/6/2019 11:13:21 PM,richie@qcinc.org,6/6/2019 11:13:21 PM,richie@qcinc.org
124,76beed2e-47d1-41b6-8128-a4703b3fa75f,5,5.5,.2,Yes,Yes,Yes,3fa7d7d7-12ef-48d2-9d70-6ab1a7299715,6/6/2019 11:13:21 PM,richie@qcinc.org,6/6/2019 11:13:21 PM,richie@qcinc.org
125,2a8e75e1-569c-44e5-a453-4bb1af138b5f,6,3,.22,No,No,Yes,3fa7d7d7-12ef-48d2-9d70-6ab1a7299715,6/6/2019 11:13:21 PM,richie@qcinc.org,6/6/2019 11:13:21 PM,richie@qcinc.org
126,fbeab0b0-1eb7-4f26-a3fc-e9cea3528164,7,3,.2,Yes,Yes,Yes,3fa7d7d7-12ef-48d2-9d70-6ab1a7299715,6/6/2019 11:13:21 PM,richie@qcinc.org,6/6/2019 11:13:21 PM,richie@qcinc.org
127,f4ae11b9-15d8-4b80-9fae-e835f28d6c98,8,2,.2,Yes,No,No,3fa7d7d7-12ef-48d2-9d70-6ab1a7299715,6/6/2019 11:13:21 PM,richie@qcinc.org,6/6/2019 11:13:21 PM,richie@qcinc.org
128,018af5fc-bf43-48d2-80a0-7d50494521c8,9,5.5,.25,Yes,Yes,Yes,3fa7d7d7-12ef-48d2-9d70-6ab1a7299715,6/6/2019 11:13:21 PM,richie@qcinc.org,6/6/2019 11:13:21 PM,richie@qcinc.org
129,6b5a06e2-8dd2-47f0-9044-706c8cb26249,1,3,.15,Yes,Yes,Yes,c0100a57-2b5b-45d3-80b1-4a5824103b68,6/6/2019 11:13:21 PM,richie@qcinc.org,6/6/2019 11:13:21 PM,richie@qcinc.org
130,5361a135-e1ea-4720-ac1c-e0fc59156a71,1,2,.15,Yes,Yes,Yes,01f30776-41bc-4d4a-b396-14d50e5659f6,6/6/2019 11:13:21 PM,richie@qcinc.org,6/6/2019 11:13:21 PM,richie@qcinc.org
131,2850a2ee-7a3c-4b6b-8a65-e0408f9cfedf,1,2,.15,Yes,Yes,Yes,cc12d950-cacd-4312-955a-61174ece8ab3,6/6/2019 11:13:21 PM,richie@qcinc.org,6/6/2019 11:13:21 PM,richie@qcinc.org
