ObjectID,GlobalID,Channel Unit Type,Channel Unit Number,Channel Segment Number,Thalweg Exit Depth (m),Channel Unit Notes,Overhanging Cover,Aquatic Vegetation,Woody Debris Cover,Artificial Cover,Total No Cover,Sand/Fines 2mm,Gravel 2-64mm,Cobble 64-256mm,Boulder 256mm,Pebble 1 (mm),Pebble 2 (mm),Pebble 3 (mm),Pebble 4 (mm),Pebble 5 (mm),Pebble 6 (mm),Pebble 7 (mm),Pebble 8 (mm),Pebble 9 (mm),Pebble 10 (mm),Pebble 11 (mm),Maximum Depth (m),Width 1,Width 2,Width 3,Width 4,Width 5,ParentGlobalID,CreationDate,Creator,EditDate,Editor
89,027f1ad3-7c91-4773-af5f-3c537792a377,Riffle,89,1,0.25,,,10,,,90,20,80,,,,,,,,,,,,,,0.3,,,,,,c03aac81-2be9-4365-a5c4-94ce7abd5b3b,7/12/2019 21:37,richie@qcinc.org,7/12/2019 21:37,richie@qcinc.org
90,3410653c-979f-4352-9658-624de6da094a,Riffle,90,10,0.13,,,10,,,90,20,80,,,,,,,,,,,,,,0.28,4.55,3.41,3.64,3.82,5.01,c03aac81-2be9-4365-a5c4-94ce7abd5b3b,7/12/2019 21:37,richie@qcinc.org,7/12/2019 21:37,richie@qcinc.org
91,6000e1dd-0474-4653-8a50-cff8a429e693,OCA,91,1,0.28,,10,10,10,,80,100,,,,,,,,,,,,,,,0.44,,,,,,c03aac81-2be9-4365-a5c4-94ce7abd5b3b,7/12/2019 21:37,richie@qcinc.org,7/12/2019 21:37,richie@qcinc.org
92,8be9658d-fc12-4670-8d6b-3850be6ea60c,Riffle,92,11,0.2,,,30,,,70,30,70,,,,,,,,,,,,,,0.24,5.12,5.91,5.4,5,5.23,c03aac81-2be9-4365-a5c4-94ce7abd5b3b,7/12/2019 21:37,richie@qcinc.org,7/12/2019 21:37,richie@qcinc.org
93,e524aeb6-937e-4a7f-9b93-31b2bae48b52,Pool,93,1,0.29,,,30,,,70,40,60,,,,,,,,,,,,,,0.46,,,,,,c03aac81-2be9-4365-a5c4-94ce7abd5b3b,7/12/2019 21:37,richie@qcinc.org,7/12/2019 21:37,richie@qcinc.org
94,6b7c7a92-e570-4c9e-998d-f2c53d2840ab,Riffle,94,1,0.24,,,20,,,80,20,80,,,,,,,,,,,,,,0.26,,,,,,c03aac81-2be9-4365-a5c4-94ce7abd5b3b,7/12/2019 21:37,richie@qcinc.org,7/12/2019 21:37,richie@qcinc.org
95,512ff940-4cd6-4b4d-a601-23e589387529,Pool,95,1,0.27,,30,30,,,50,30,70,,,,,,,,,,,,,,0.83,,,,,,c03aac81-2be9-4365-a5c4-94ce7abd5b3b,7/12/2019 21:37,richie@qcinc.org,7/12/2019 21:37,richie@qcinc.org
96,e1b23b2b-b9ca-4065-8e98-0be36768733e,Run,96,1,0.4,,,30,,,70,40,60,,,,,,,,,,,,,,0.52,,,,,,c03aac81-2be9-4365-a5c4-94ce7abd5b3b,7/12/2019 21:37,richie@qcinc.org,7/12/2019 21:37,richie@qcinc.org
97,345ab120-daf2-4fd2-8ea9-ce0cf6b0ba67,Riffle,97,1,0.18,,,20,,,80,,,,,0.06,9.65,54.5,54.5,13.65,27.3,3,27.3,38.5,9.65,54.5,0.32,,,,,,c03aac81-2be9-4365-a5c4-94ce7abd5b3b,7/12/2019 21:37,richie@qcinc.org,7/12/2019 21:37,richie@qcinc.org
98,7720dda2-4e41-4e80-b5c4-693ed75a8443,Pool,98,1,0.24,,,40,,,60,50,50,,,,,,,,,,,,,,0.48,,,,,,c03aac81-2be9-4365-a5c4-94ce7abd5b3b,7/12/2019 21:37,richie@qcinc.org,7/12/2019 21:37,richie@qcinc.org
99,5c063d69-f495-4e86-8e03-bdf56fa6763d,OCA,99,1,0.28,,,70,,,30,100,,,,,,,,,,,,,,,0.44,,,,,,c03aac81-2be9-4365-a5c4-94ce7abd5b3b,7/12/2019 21:37,richie@qcinc.org,7/12/2019 21:37,richie@qcinc.org
100,6f2eab31-3dd9-4d5c-bce4-536706a99e32,Riffle,100,1,0.22,No flag,,20,,,80,,,,,77,38.5,9.65,38.5,19.3,27.3,38.5,13.65,9.65,19.3,0.06,0.46,,,,,,c03aac81-2be9-4365-a5c4-94ce7abd5b3b,7/12/2019 21:37,richie@qcinc.org,7/12/2019 21:37,richie@qcinc.org
101,7284783f-3b00-4ec0-b254-6bafa9d86db7,OCA,101,1,0.28,,,80,,,20,100,,,,,,,,,,,,,,,0.28,,,,,,c03aac81-2be9-4365-a5c4-94ce7abd5b3b,7/12/2019 21:37,richie@qcinc.org,7/12/2019 21:37,richie@qcinc.org
102,ded82ade-f757-4df0-8ea1-cb9fb34855a9,Run,102,1,0.28,,,20,,,80,30,70,,,,,,,,,,,,,,0.4,,,,,,c03aac81-2be9-4365-a5c4-94ce7abd5b3b,7/12/2019 21:37,richie@qcinc.org,7/12/2019 21:37,richie@qcinc.org
103,7bedd758-5789-4da5-afbe-2ade8bfd208b,Pool,103,1,0.4,,20,20,,,70,40,60,,,,,,,,,,,,,,0.66,,,,,,c03aac81-2be9-4365-a5c4-94ce7abd5b3b,7/12/2019 21:37,richie@qcinc.org,7/12/2019 21:37,richie@qcinc.org
104,db7ea741-26d0-404c-b3f1-9c2c9ef545b3,Pool,104,1,0.36,,20,10,,,70,30,70,,,,,,,,,,,,,,0.64,,,,,,c03aac81-2be9-4365-a5c4-94ce7abd5b3b,7/12/2019 21:37,richie@qcinc.org,7/12/2019 21:37,richie@qcinc.org
105,6f47ad1c-bc2b-4deb-89a8-83a53a48605f,Riffle,105,1,0.28,,,10,,,90,,,,,0.06,19.3,9.65,6.85,38.5,27.3,77,54.5,54.5,38.5,9.65,0.28,,,,,,c03aac81-2be9-4365-a5c4-94ce7abd5b3b,7/12/2019 21:37,richie@qcinc.org,7/12/2019 21:37,richie@qcinc.org
106,3140f893-9d0d-4ac2-b27d-4abf45bcd3e5,Run,106,1,0.25,,,20,,,80,30,70,,,,,,,,,,,,,,0.52,,,,,,c03aac81-2be9-4365-a5c4-94ce7abd5b3b,7/12/2019 21:37,richie@qcinc.org,7/12/2019 21:37,richie@qcinc.org
107,62a56f44-36b4-4352-bc93-8506a8149c72,SSC,107,13,0.3,,,20,10,,70,60,40,,,,,,,,,,,,,,0.34,2.83,4.37,2.42,2.77,4.2,c03aac81-2be9-4365-a5c4-94ce7abd5b3b,7/12/2019 21:37,richie@qcinc.org,7/12/2019 21:37,richie@qcinc.org
108,e1176bb4-005c-42ab-bbb6-8a167907349a,SSC,108,14,0.16,,10,10,,,80,50,50,,,,,,,,,,,,,,0.34,2.96,2.8,3.42,1.88,1.36,c03aac81-2be9-4365-a5c4-94ce7abd5b3b,7/12/2019 21:37,richie@qcinc.org,7/12/2019 21:37,richie@qcinc.org
109,97aedf0f-cbdc-4889-a1ac-c7157400dfa0,Riffle,109,1,0.22,,10,,,,90,,,,,38.5,27.3,54.5,13.65,6.85,13.65,27.3,19.3,19.3,1.03,1.03,0.26,,,,,,c03aac81-2be9-4365-a5c4-94ce7abd5b3b,7/12/2019 21:37,richie@qcinc.org,7/12/2019 21:37,richie@qcinc.org
110,3807dc95-cd1a-4dd0-accc-afe57d87f0c0,Run,110,1,0.24,,10,10,,,80,40,60,,,,,,,,,,,,,,0.42,,,,,,c03aac81-2be9-4365-a5c4-94ce7abd5b3b,7/12/2019 21:37,richie@qcinc.org,7/12/2019 21:37,richie@qcinc.org
111,7efbc55d-9112-4f68-8438-dc97e303e178,OCA,111,1,0.34,,10,,,,90,100,,,,,,,,,,,,,,,0.36,,,,,,c03aac81-2be9-4365-a5c4-94ce7abd5b3b,7/12/2019 21:37,richie@qcinc.org,7/12/2019 21:37,richie@qcinc.org
112,1f3dad64-0834-4a50-85f5-38c0fcf6c34f,Riffle,112,1,0.28,,,10,,,90,,,,,27.3,38.5,13.65,38.5,19.3,27.3,38.5,19.3,38.5,13.65,4.85,0.4,,,,,,c03aac81-2be9-4365-a5c4-94ce7abd5b3b,7/12/2019 21:37,richie@qcinc.org,7/12/2019 21:37,richie@qcinc.org
113,3d48ddef-424f-4121-ae8e-6ea2116d0cf3,OCA,113,1,0.16,No flag,,30,,,70,100,,,,,,,,,,,,,,,0.3,,,,,,c03aac81-2be9-4365-a5c4-94ce7abd5b3b,7/12/2019 21:37,richie@qcinc.org,7/12/2019 21:37,richie@qcinc.org
114,8fa4ef3d-523d-4264-823c-a6161d974a8c,Pool,114,1,0.31,,,10,,,90,30,70,,,,,,,,,,,,,,0.42,,,,,,c03aac81-2be9-4365-a5c4-94ce7abd5b3b,7/12/2019 21:37,richie@qcinc.org,7/12/2019 21:37,richie@qcinc.org
115,d4ebfd74-2d56-4d15-9890-4fe3f705c4f4,Riffle,115,1,0.26,,,,,,100,,,,,4.85,9.65,4.85,19.3,38.5,19.3,27.3,13.65,9.65,38.5,4.85,0.36,,,,,,c03aac81-2be9-4365-a5c4-94ce7abd5b3b,7/12/2019 21:37,richie@qcinc.org,7/12/2019 21:37,richie@qcinc.org
116,40c557fd-792e-46c9-a2ca-6e6c5fb52cf5,Pool,116,1,0.23,,,30,,,70,30,70,,,,,,,,,,,,,,0.5,,,,,,c03aac81-2be9-4365-a5c4-94ce7abd5b3b,7/12/2019 21:37,richie@qcinc.org,7/12/2019 21:37,richie@qcinc.org
117,f11712bd-02a5-462a-bcab-7792debebf6f,Riffle,117,1,0.14,,,10,,,90,20,80,,,,,,,,,,,,,,0.32,,,,,,c03aac81-2be9-4365-a5c4-94ce7abd5b3b,7/12/2019 21:37,richie@qcinc.org,7/12/2019 21:37,richie@qcinc.org
118,214a6941-9fad-4d2c-b41e-1cb2df0b8883,OCA,118,1,0.2,,,60,,,40,90,10,,,,,,,,,,,,,,0.24,,,,,,c03aac81-2be9-4365-a5c4-94ce7abd5b3b,7/12/2019 21:37,richie@qcinc.org,7/12/2019 21:37,richie@qcinc.org
119,70ffeb4f-4c21-43b1-9411-37f7682032bd,SSC,119,15,0.08,,20,40,,,50,60,40,,,,,,,,,,,,,,0.19,2.98,2.38,1.79,1.8,1.26,c03aac81-2be9-4365-a5c4-94ce7abd5b3b,7/12/2019 21:37,richie@qcinc.org,7/12/2019 21:37,richie@qcinc.org
120,f0265afd-0355-4ff0-8dd0-2777f476c657,Pool,120,1,0.26,,40,10,,,60,40,60,,,,,,,,,,,,,,0.57,,,,,,c03aac81-2be9-4365-a5c4-94ce7abd5b3b,7/12/2019 21:37,richie@qcinc.org,7/12/2019 21:37,richie@qcinc.org
121,f5763106-fe09-42ee-8f2e-2e5da2f36c35,Pool,121,1,0.18,,50,10,,,50,40,60,,,,,,,,,,,,,,0.77,,,,,,c03aac81-2be9-4365-a5c4-94ce7abd5b3b,7/12/2019 21:37,richie@qcinc.org,7/12/2019 21:37,richie@qcinc.org
122,02f377a0-3280-4818-9c33-0d714fd9e25d,Riffle,122,1,0.32,,,10,,,90,20,80,,,,,,,,,,,,,,0.34,,,,,,c03aac81-2be9-4365-a5c4-94ce7abd5b3b,7/12/2019 21:37,richie@qcinc.org,7/12/2019 21:37,richie@qcinc.org
123,44a27a85-7bb8-4825-afc6-637a1ff21a16,Pool,123,1,0.29,,10,,,,90,40,60,,,,,,,,,,,,,,0.4,,,,,,c03aac81-2be9-4365-a5c4-94ce7abd5b3b,7/12/2019 21:37,richie@qcinc.org,7/12/2019 21:37,richie@qcinc.org
124,4df231ed-e6f6-4d73-b5a8-30e16ca19f44,Riffle,124,1,0.22,,,10,,,90,30,70,,,,,,,,,,,,,,0.42,,,,,,c03aac81-2be9-4365-a5c4-94ce7abd5b3b,7/12/2019 21:37,richie@qcinc.org,7/12/2019 21:37,richie@qcinc.org
125,8c10d329-da3d-4bba-83d8-006a2ede9d5d,SSC,125,16,0.14,,,60,,,40,80,20,,,,,,,,,,,,,,0.18,1.9,1.88,1.12,2.46,2.81,c03aac81-2be9-4365-a5c4-94ce7abd5b3b,7/12/2019 21:37,richie@qcinc.org,7/12/2019 21:37,richie@qcinc.org
126,704c371f-79d1-428d-bdc2-86bba9869d79,SSC,126,17,0.1,,10,60,,,30,70,30,,,,,,,,,,,,,,0.12,0.139,1.16,1.42,1.08,2.65,c03aac81-2be9-4365-a5c4-94ce7abd5b3b,7/12/2019 21:37,richie@qcinc.org,7/12/2019 21:37,richie@qcinc.org
127,a8a2bec4-69a6-40f0-adb8-ac4b8ec7e712,Pool,127,1,0.2,,40,10,,,50,40,60,,,,,,,,,,,,,,0.8,,,,,,c03aac81-2be9-4365-a5c4-94ce7abd5b3b,7/12/2019 21:37,richie@qcinc.org,7/12/2019 21:37,richie@qcinc.org
128,6bd228b3-d23a-45e5-b4b0-64f7ae67c5cb,Pool,128,1,0.32,,10,,,,90,30,70,,,,,,,,,,,,,,0.51,,,,,,c03aac81-2be9-4365-a5c4-94ce7abd5b3b,7/12/2019 21:37,richie@qcinc.org,7/12/2019 21:37,richie@qcinc.org
129,d56332cc-04f7-4513-98e4-279676ee237c,Riffle,129,1,0.18,,,30,,,70,20,80,,,,,,,,,,,,,,0.2,,,,,,c03aac81-2be9-4365-a5c4-94ce7abd5b3b,7/12/2019 21:37,richie@qcinc.org,7/12/2019 21:37,richie@qcinc.org
130,5e601f1f-20cb-47b7-8d4a-256359b5c54e,Run,130,1,0.2,,,,10,,90,60,40,,,,,,,,,,,,,,0.46,,,,,,c03aac81-2be9-4365-a5c4-94ce7abd5b3b,7/12/2019 21:37,richie@qcinc.org,7/12/2019 21:37,richie@qcinc.org
131,9743a502-d52b-42b2-9c7a-08a44a8da148,OCA,131,1,0.24,,,40,,,60,100,,,,,,,,,,,,,,,0.39,,,,,,c03aac81-2be9-4365-a5c4-94ce7abd5b3b,7/12/2019 21:37,richie@qcinc.org,7/12/2019 21:37,richie@qcinc.org
132,6ef80856-03f9-4122-a772-fab8228b1f1c,Riffle,132,1,0.24,,,10,,,90,20,80,,,,,,,,,,,,,,0.28,,,,,,c03aac81-2be9-4365-a5c4-94ce7abd5b3b,7/12/2019 21:37,richie@qcinc.org,7/12/2019 21:37,richie@qcinc.org
133,d4fbeb23-3a17-49b6-bcdf-9629cc61c083,Riffle,133,18,0.18,,,30,,,70,20,80,,,,,,,,,,,,,,0.32,3.68,3.34,2.58,3.59,4.31,c03aac81-2be9-4365-a5c4-94ce7abd5b3b,7/12/2019 21:37,richie@qcinc.org,7/12/2019 21:37,richie@qcinc.org
134,d0e8a902-c09d-44ed-930a-634f0fb4164c,Pool,134,1,0.25,,,30,,,70,40,60,,,,,,,,,,,,,,0.42,,,,,,c03aac81-2be9-4365-a5c4-94ce7abd5b3b,7/12/2019 21:37,richie@qcinc.org,7/12/2019 21:37,richie@qcinc.org
135,dfc5ca5f-600d-4e4b-b443-aa2a729b327c,Riffle,135,1,0.14,,,10,,,90,30,70,,,,,,,,,,,,,,0.36,,,,,,c03aac81-2be9-4365-a5c4-94ce7abd5b3b,7/12/2019 21:37,richie@qcinc.org,7/12/2019 21:37,richie@qcinc.org
136,09232811-f630-47cf-bff5-fb3a2575d077,Pool,136,1,0.32,,,20,,,80,40,60,,,,,,,,,,,,,,0.42,,,,,,c03aac81-2be9-4365-a5c4-94ce7abd5b3b,7/12/2019 21:37,richie@qcinc.org,7/12/2019 21:37,richie@qcinc.org
137,bcc4c3c0-986a-4365-a97a-9c6efb2e04fc,Riffle,137,1,0.28,,10,10,,,90,20,80,,,,,,,,,,,,,,0.5,,,,,,c03aac81-2be9-4365-a5c4-94ce7abd5b3b,7/12/2019 21:37,richie@qcinc.org,7/12/2019 21:37,richie@qcinc.org
138,08b14f90-a3c5-4b01-bcce-c2fafb95162d,Run,138,1,0.3,,,20,,,80,30,70,,,,,,,,,,,,,,0.42,,,,,,c03aac81-2be9-4365-a5c4-94ce7abd5b3b,7/12/2019 21:37,richie@qcinc.org,7/12/2019 21:37,richie@qcinc.org
139,598e709c-27ee-4dde-962c-28246d122b4d,OCA,139,1,0.19,,,60,10,,40,90,10,,,,,,,,,,,,,,0.29,,,,,,c03aac81-2be9-4365-a5c4-94ce7abd5b3b,7/12/2019 21:37,richie@qcinc.org,7/12/2019 21:37,richie@qcinc.org
140,6ce73e56-6fbd-45ed-bb4b-c8ee7700e626,Riffle,140,1,0.1,,,,,,100,40,40,,,,,,,,,,,,,,0.32,,,,,,c03aac81-2be9-4365-a5c4-94ce7abd5b3b,7/12/2019 21:37,richie@qcinc.org,7/12/2019 21:37,richie@qcinc.org
141,9ef4d9b0-d95e-4d0f-bcdb-5d9dec16044c,OCA,141,1,0.2,,,40,,,60,90,10,,,,,,,,,,,,,,0.32,,,,,,c03aac81-2be9-4365-a5c4-94ce7abd5b3b,7/12/2019 21:37,richie@qcinc.org,7/12/2019 21:37,richie@qcinc.org
142,c1d2e9d5-0c5d-4152-8d29-c4628a9c09fd,OCA,142,1,0.21,,,,,,60,100,,,,,,,,,,,,,,,0.28,,,,,,c03aac81-2be9-4365-a5c4-94ce7abd5b3b,7/12/2019 21:37,richie@qcinc.org,7/12/2019 21:37,richie@qcinc.org
143,07324ad7-9df3-4142-b9c6-2e248034fcfb,OCA,143,1,0.16,,,10,,,90,100,,,,,,,,,,,,,,,0.34,,,,,,c03aac81-2be9-4365-a5c4-94ce7abd5b3b,7/12/2019 21:37,richie@qcinc.org,7/12/2019 21:37,richie@qcinc.org
144,803e33c3-9b32-4bc4-bd61-ad3c50d02e09,OCA,144,1,0.12,,,80,,,20,100,,,,,,,,,,,,,,,0.14,,,,,,c03aac81-2be9-4365-a5c4-94ce7abd5b3b,7/12/2019 21:37,richie@qcinc.org,7/12/2019 21:37,richie@qcinc.org
145,034e4663-380c-4d1f-af76-d1d340b621f3,OCA,145,1,0.18,,,40,,,60,100,,,,,,,,,,,,,,,0.25,,,,,,c03aac81-2be9-4365-a5c4-94ce7abd5b3b,7/12/2019 21:37,richie@qcinc.org,7/12/2019 21:37,richie@qcinc.org
146,25df880f-8477-4b92-beb8-68cc31a48389,Riffle,146,19,0.06,,,,,,100,,,,,,,,,,,,,,,,0.14,6.4,4.87,3.9,7.12,7.46,c03aac81-2be9-4365-a5c4-94ce7abd5b3b,7/12/2019 21:37,richie@qcinc.org,7/12/2019 21:37,richie@qcinc.org
147,99455101-489f-4628-b3d3-3afab72487c9,Riffle,147,20,0.12,,10,10,,,90,40,60,,,,,,,,,,,,,,0.25,3.32,3.48,4.14,2.74,3.92,c03aac81-2be9-4365-a5c4-94ce7abd5b3b,7/12/2019 21:37,richie@qcinc.org,7/12/2019 21:37,richie@qcinc.org
148,1d7e9b87-e6e6-4106-a66d-831e08225a83,OCA,148,20,0.26,,,40,,,60,100,,,,,,,,,,,,,,,0.28,,,,,,c03aac81-2be9-4365-a5c4-94ce7abd5b3b,7/12/2019 21:37,richie@qcinc.org,7/12/2019 21:37,richie@qcinc.org
149,8e439465-1581-4364-b0a0-efa3d1617973,SSC,149,21,0.12,,,20,,,80,30,70,,,,,,,,,,,,,,0.18,3.02,3,3.31,3.86,6.48,c03aac81-2be9-4365-a5c4-94ce7abd5b3b,7/12/2019 21:37,richie@qcinc.org,7/12/2019 21:37,richie@qcinc.org
150,bf6ca978-c7a9-4e54-a0ba-33ad19d5257b,OCA,150,21,0.14,,,10,,,90,100,,,,,,,,,,,,,,,0.16,,,,,,c03aac81-2be9-4365-a5c4-94ce7abd5b3b,7/12/2019 21:37,richie@qcinc.org,7/12/2019 21:37,richie@qcinc.org
151,bc3552e8-49e6-4d82-bbbb-103d92d4fa42,Run,151,1,0.24,,,,,,100,30,70,,,,,,,,,,,,,,0.32,,,,,,c03aac81-2be9-4365-a5c4-94ce7abd5b3b,7/12/2019 21:37,richie@qcinc.org,7/12/2019 21:37,richie@qcinc.org
152,23b0d33d-00ef-4437-b44a-46bb4e8281ed,Riffle,152,1,0.19,,,,,,100,30,70,,,,,,,,,,,,,,134,,,,,,c03aac81-2be9-4365-a5c4-94ce7abd5b3b,7/12/2019 21:37,richie@qcinc.org,7/12/2019 21:37,richie@qcinc.org
153,1747958b-0a37-4505-b65f-b1f96b55a503,OCA,153,1,0.25,,20,20,,,70,100,,,,,,,,,,,,,,,0.6,,,,,,c03aac81-2be9-4365-a5c4-94ce7abd5b3b,7/12/2019 21:37,richie@qcinc.org,7/12/2019 21:37,richie@qcinc.org
154,ec2dde44-76e7-4612-a792-b86a90daa1cd,OCA,154,1,0.18,,,20,,,80,100,,,,,,,,,,,,,,,0.32,,,,,,c03aac81-2be9-4365-a5c4-94ce7abd5b3b,7/12/2019 21:37,richie@qcinc.org,7/12/2019 21:37,richie@qcinc.org
155,dbe6c075-fa63-48a8-99cc-e19449624a92,SSC,155,22,0.18,,,20,,,80,90,10,,,,,,,,,,,,,,0.18,1.26,1.75,1.77,0.72,0.92,c03aac81-2be9-4365-a5c4-94ce7abd5b3b,7/12/2019 21:37,richie@qcinc.org,7/12/2019 21:37,richie@qcinc.org
156,f290b015-64b2-49dc-a830-ec5703be1912,OCA,156,1,0.18,,,30,,,70,90,10,,,,,,,,,,,,,,0.28,,,,,,c03aac81-2be9-4365-a5c4-94ce7abd5b3b,7/12/2019 21:37,richie@qcinc.org,7/12/2019 21:37,richie@qcinc.org
157,38e5750f-bd25-439b-b51e-f00be2d0c377,Riffle,157,23,0.2,,,,,,100,20,80,,,,,,,,,,,,,,0.22,4.46,4.54,4.25,4.38,5.95,c03aac81-2be9-4365-a5c4-94ce7abd5b3b,7/12/2019 21:37,richie@qcinc.org,7/12/2019 21:37,richie@qcinc.org
158,7bcaf01b-6bb4-47d0-8348-fe82ec5395cf,Pool,158,1,0.19,,40,,,,60,30,70,,,,,,,,,,,,,,0.4,,,,,,c03aac81-2be9-4365-a5c4-94ce7abd5b3b,7/12/2019 21:37,richie@qcinc.org,7/12/2019 21:37,richie@qcinc.org
159,b02d716e-c4e4-4e12-badb-b8290b30ca31,Riffle,159,1,0.16,,,10,,,90,20,80,,,,,,,,,,,,,,0.3,,,,,,c03aac81-2be9-4365-a5c4-94ce7abd5b3b,7/12/2019 21:37,richie@qcinc.org,7/12/2019 21:37,richie@qcinc.org
160,6c90f0c5-46e9-4993-99ce-c980c4e236b0,Run,160,1,0.19,,,20,,,80,40,60,,,,,,,,,,,,,,0.28,,,,,,c03aac81-2be9-4365-a5c4-94ce7abd5b3b,7/12/2019 21:37,richie@qcinc.org,7/12/2019 21:37,richie@qcinc.org
161,8643e143-a7db-4720-a5c2-ad7fbf9794bf,Riffle,161,1,0.12,,,10,,,90,20,80,,,,,,,,,,,,,,0.28,,,,,,c03aac81-2be9-4365-a5c4-94ce7abd5b3b,7/12/2019 21:37,richie@qcinc.org,7/12/2019 21:37,richie@qcinc.org
162,8c54a046-2119-4363-afce-03b581fee02d,SSC,162,24,0.13,,,30,,,70,30,70,,,,,,,,,,,,,,0.19,3.54,2.98,2.59,2.38,3.25,c03aac81-2be9-4365-a5c4-94ce7abd5b3b,7/12/2019 21:37,richie@qcinc.org,7/12/2019 21:37,richie@qcinc.org
163,e35af928-83ba-42f5-a0fd-83aacef5592a,Pool,163,1,0.19,,10,10,10,,70,40,60,,,,,,,,,,,,,,0.5,,,,,,c03aac81-2be9-4365-a5c4-94ce7abd5b3b,7/12/2019 21:37,richie@qcinc.org,7/12/2019 21:37,richie@qcinc.org
164,31d90e30-ca19-4627-ac77-d6f3da4c9773,Riffle,164,1,0.1,,10,30,,,70,30,70,,,,,,,,,,,,,,0.24,,,,,,c03aac81-2be9-4365-a5c4-94ce7abd5b3b,7/12/2019 21:37,richie@qcinc.org,7/12/2019 21:37,richie@qcinc.org
165,2fd69c83-ae23-4a4e-b40b-7cecfe830d37,Pool,165,1,0.16,,,40,,,60,70,30,,,,,,,,,,,,,,0.3,,,,,,c03aac81-2be9-4365-a5c4-94ce7abd5b3b,7/12/2019 21:37,richie@qcinc.org,7/12/2019 21:37,richie@qcinc.org
166,0c99efe0-63a9-4e2c-b2d7-1d4ce487dc91,Riffle,166,1,0.2,,,30,,,70,60,40,,,,,,,,,,,,,,0.25,,,,,,c03aac81-2be9-4365-a5c4-94ce7abd5b3b,7/12/2019 21:37,richie@qcinc.org,7/12/2019 21:37,richie@qcinc.org
167,c1994a3e-1525-4f16-8f95-000269bcee5b,Run,167,1,0.25,,,30,,,70,60,40,,,,,,,,,,,,,,0.25,,,,,,c03aac81-2be9-4365-a5c4-94ce7abd5b3b,7/12/2019 21:37,richie@qcinc.org,7/12/2019 21:37,richie@qcinc.org
168,a6acb944-9de6-4b97-b93e-144ce67b7aa3,Riffle,168,1,0.12,,,,,,100,30,70,,,,,,,,,,,,,,0.16,,,,,,c03aac81-2be9-4365-a5c4-94ce7abd5b3b,7/12/2019 21:37,richie@qcinc.org,7/12/2019 21:37,richie@qcinc.org
169,5b3e3da2-235b-4541-b179-75ed13c0cac7,Riffle,169,25,0.14,,,10,,,90,30,70,,,,,,,,,,,,,,0.18,3.7,2.56,2.84,2.62,2.78,c03aac81-2be9-4365-a5c4-94ce7abd5b3b,7/12/2019 21:37,richie@qcinc.org,7/12/2019 21:37,richie@qcinc.org
170,ceecc4d6-93a5-4263-8068-e823a66bda79,Pool,170,1,0.18,,,,,,100,30,70,,,,,,,,,,,,,,0.3,,,,,,c03aac81-2be9-4365-a5c4-94ce7abd5b3b,7/12/2019 21:37,richie@qcinc.org,7/12/2019 21:37,richie@qcinc.org
171,3a836157-f442-43ca-9903-a178bbdbadbe,Riffle,171,1,0.18,,,20,,,80,30,70,,,,,,,,,,,,,,0.28,,,,,,c03aac81-2be9-4365-a5c4-94ce7abd5b3b,7/12/2019 21:37,richie@qcinc.org,7/12/2019 21:37,richie@qcinc.org
172,ff572092-af3c-4289-b818-018aebc1c4bb,OCA,172,1,0.4,,,90,,,10,100,,,,,,,,,,,,,,,0.4,,,,,,c03aac81-2be9-4365-a5c4-94ce7abd5b3b,7/12/2019 21:37,richie@qcinc.org,7/12/2019 21:37,richie@qcinc.org
173,aa157dc3-f5ce-4108-ab35-7325d77af597,Pool,173,1,0.19,,,10,,,90,50,50,,,,,,,,,,,,,,0.29,,,,,,c03aac81-2be9-4365-a5c4-94ce7abd5b3b,7/12/2019 21:37,richie@qcinc.org,7/12/2019 21:37,richie@qcinc.org
174,4f0d5b98-e3ee-4a9d-a6f3-5f5b2e36073e,Riffle,174,1,0.14,,,10,,,90,30,70,,,,,,,,,,,,,,0.3,,,,,,c03aac81-2be9-4365-a5c4-94ce7abd5b3b,7/12/2019 21:37,richie@qcinc.org,7/12/2019 21:37,richie@qcinc.org
175,3e82031a-c69c-4fa5-85cf-0161752fdc24,SSC,175,26,0.8,,20,,,,80,60,40,,,,,,,,,,,,,,0.14,0.78,0.58,1.04,0.44,0.75,c03aac81-2be9-4365-a5c4-94ce7abd5b3b,7/12/2019 21:37,richie@qcinc.org,7/12/2019 21:37,richie@qcinc.org
177,4044cabe-db67-4154-a6d1-b3486b898839,Pool,177,1,0.3,,,30,,,70,40,60,,,,,,,,,,,,,,0.56,,,,,,c03aac81-2be9-4365-a5c4-94ce7abd5b3b,7/12/2019 21:37,richie@qcinc.org,7/12/2019 21:37,richie@qcinc.org
178,411c4ee9-500f-460c-b51c-d159e15b8498,Riffle,178,1,0.33,,10,10,,,90,30,70,,,,,,,,,,,,,,0.31,,,,,,c03aac81-2be9-4365-a5c4-94ce7abd5b3b,7/12/2019 21:37,richie@qcinc.org,7/12/2019 21:37,richie@qcinc.org
179,ecdd9738-634e-4e5b-b915-5d72ab631303,Pool,179,1,0.25,,20,10,,,70,60,40,,,,,,,,,,,,,,0.6,,,,,,c03aac81-2be9-4365-a5c4-94ce7abd5b3b,7/12/2019 21:37,richie@qcinc.org,7/12/2019 21:37,richie@qcinc.org
